date,product_id,product_name,category,supplier,unit_price,unit_cost,units_sold,sales_revenue,current_stock,lead_time_days,reorder_cost,holding_cost_per_unit,region,store_id
2023-06-17,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,52,166.4,264,5,60,0.09,East,S03
2023-06-17,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,200,420.0,3200,2,40,0.06,East,S03
2023-06-17,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,149,417.2,2157,2,40,0.07,East,S03
2023-06-17,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,84,378.0,1707,3,55,0.12,East,S03
2023-06-17,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,19,66.5,162,3,50,0.1,East,S03
2023-06-17,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,13,37.7,576,3,48,0.08,East,S03
2023-06-17,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,73,116.8,1819,2,38,0.05,East,S03
2023-06-17,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,149,268.2,3101,2,35,0.05,East,S03
2023-06-17,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,49,171.5,1952,2,45,0.09,East,S03
2023-06-17,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,25,65.0,146,2,40,0.07,East,S03
2023-06-17,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,46,147.2,679,2,42,0.08,East,S03
2023-06-17,P035,Rye Bread 500g,Bakery,ArtisanBake Co,2.9,1.25,27,78.3,581,2,40,0.07,East,S03
2023-06-17,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,4.2,1.9,67,281.4,2744,5,70,0.13,East,S03
2023-06-17,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,2.5,1.1,45,112.5,1598,5,55,0.08,East,S03
2023-06-17,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,2.8,1.2,64,179.2,1576,5,58,0.09,East,S03
2023-06-17,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,4.99,2.1,132,658.68,1659,4,65,0.14,East,S03
2023-06-17,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,6.5,3.0,18,117.0,566,6,90,0.18,East,S03
2023-06-17,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,1.5,0.6,167,250.5,1887,3,50,0.05,West,S04
2023-06-17,P002,Orange Juice 1L,Beverages,FruitVine Co,2.2,1.1,80,176.0,1626,4,60,0.08,West,S04
2023-06-17,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,1.8,0.75,59,106.2,1159,5,55,0.06,West,S04
2023-06-17,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,3.5,1.8,21,73.5,235,7,70,0.1,West,S04
2023-06-17,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,5.99,2.8,79,473.21,1832,6,80,0.15,West,S04
2023-06-17,P006,Coconut Water 330ml,Beverages,TropicSip Co,2.0,0.9,37,74.0,549,5,55,0.07,West,S04
2023-06-17,P007,Potato Chips 150g,Snacks,CrunchCo Foods,1.99,0.85,117,232.83,1814,4,50,0.06,West,S04
2023-06-17,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,4.5,2.2,36,162.0,253,7,75,0.12,West,S04
2023-06-17,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,1.2,0.55,108,129.6,981,3,45,0.04,West,S04
2023-06-17,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,1.6,0.7,25,40.0,587,5,50,0.05,West,S04
2023-06-17,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,2.5,1.0,48,120.0,391,4,55,0.07,West,S04
2023-06-17,P012,Granola Bar 6pk,Snacks,FitSnack Co,3.2,1.5,106,339.2,1180,5,60,0.09,West,S04
2023-06-17,P013,Pretzels 200g,Snacks,CrunchCo Foods,2.1,0.95,13,27.3,461,4,52,0.06,West,S04
2023-06-17,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,4.99,2.1,20,99.8,625,7,80,0.14,West,S04
2023-06-17,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,2.5,1.1,81,202.5,1547,5,60,0.08,West,S04
2023-06-17,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,3.0,1.2,65,195.0,653,4,55,0.09,West,S04
2023-06-17,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,5.5,2.4,21,115.5,211,7,85,0.15,West,S04
2023-06-17,P018,Razor 5pk,Personal Care,SmoothShave Ltd,6.99,3.1,14,97.86,275,6,90,0.18,West,S04
2023-06-17,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,3.8,1.6,84,319.2,1414,5,65,0.11,West,S04
2023-06-17,P020,Dish Soap 500ml,Household,CleanHome Ltd,2.2,0.95,51,112.2,1282,5,55,0.07,West,S04
2023-06-17,P021,Paper Towels 6pk,Household,PaperPlus Co,5.5,2.5,72,396.0,1614,6,80,0.16,West,S04
2023-06-17,P022,Laundry Detergent 1kg,Household,WashWell Inc,7.99,3.5,9,71.91,388,8,100,0.22,West,S04
2023-06-17,P023,Trash Bags 20pk,Household,CleanHome Ltd,4.5,2.0,31,139.5,622,6,70,0.13,West,S04
2023-06-17,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,40,128.0,899,5,60,0.09,West,S04
2023-06-17,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,164,344.4,3807,2,40,0.06,West,S04
2023-06-17,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,226,632.8,1644,2,40,0.07,West,S04
2023-06-17,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,86,387.0,1222,3,55,0.12,West,S04
2023-06-17,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,23,80.5,910,3,50,0.1,West,S04
2023-06-17,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,30,87.0,443,3,48,0.08,West,S04
2023-06-17,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,87,139.2,1782,2,38,0.05,West,S04
2023-06-17,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,131,235.8,3050,2,35,0.05,West,S04
2023-06-17,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,56,196.0,1548,2,45,0.09,West,S04
2023-06-17,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,75,195.0,632,2,40,0.07,West,S04
2023-06-17,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,40,128.0,644,2,42,0.08,West,S04
2023-06-17,P035,Rye Bread 500g,Bakery,ArtisanBake Co,2.9,1.25,16,46.4,466,2,40,0.07,West,S04
2023-06-17,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,4.2,1.9,97,407.4,785,5,70,0.13,West,S04
2023-06-17,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,2.5,1.1,111,277.5,1478,5,55,0.08,West,S04
2023-06-17,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,2.8,1.2,80,224.0,1596,5,58,0.09,West,S04
2023-06-17,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,4.99,2.1,133,663.67,1682,4,65,0.14,West,S04
2023-06-17,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,6.5,3.0,37,240.5,605,6,90,0.18,West,S04
2023-06-17,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,1.5,0.6,192,288.0,1674,3,50,0.05,Central,S05
2023-06-17,P002,Orange Juice 1L,Beverages,FruitVine Co,2.2,1.1,84,184.8,1837,4,60,0.08,Central,S05
2023-06-17,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,1.8,0.75,53,95.4,803,5,55,0.06,Central,S05
2023-06-17,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,3.5,1.8,17,59.5,396,7,70,0.1,Central,S05
2023-06-17,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,5.99,2.8,69,413.31,660,6,80,0.15,Central,S05
2023-06-17,P006,Coconut Water 330ml,Beverages,TropicSip Co,2.0,0.9,27,54.0,510,5,55,0.07,Central,S05
2023-06-17,P007,Potato Chips 150g,Snacks,CrunchCo Foods,1.99,0.85,121,240.79,2171,4,50,0.06,Central,S05
2023-06-17,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,4.5,2.2,27,121.5,676,7,75,0.12,Central,S05
2023-06-17,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,1.2,0.55,66,79.2,884,3,45,0.04,Central,S05
2023-06-17,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,1.6,0.7,34,54.4,372,5,50,0.05,Central,S05
2023-06-17,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,2.5,1.0,47,117.5,796,4,55,0.07,Central,S05
2023-06-17,P012,Granola Bar 6pk,Snacks,FitSnack Co,3.2,1.5,70,224.0,1437,5,60,0.09,Central,S05
2023-06-17,P013,Pretzels 200g,Snacks,CrunchCo Foods,2.1,0.95,37,77.7,376,4,52,0.06,Central,S05
2023-06-17,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,4.99,2.1,30,149.7,593,7,80,0.14,Central,S05
2023-06-17,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,2.5,1.1,56,140.0,1087,5,60,0.08,Central,S05
2023-06-17,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,3.0,1.2,36,108.0,842,4,55,0.09,Central,S05
2023-06-17,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,5.5,2.4,22,121.0,626,7,85,0.15,Central,S05
2023-06-17,P018,Razor 5pk,Personal Care,SmoothShave Ltd,6.99,3.1,31,216.69,446,6,90,0.18,Central,S05
2023-06-17,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,3.8,1.6,130,494.0,758,5,65,0.11,Central,S05
2023-06-17,P020,Dish Soap 500ml,Household,CleanHome Ltd,2.2,0.95,118,259.6,1558,5,55,0.07,Central,S05
2023-06-17,P021,Paper Towels 6pk,Household,PaperPlus Co,5.5,2.5,60,330.0,1358,6,80,0.16,Central,S05
2023-06-17,P022,Laundry Detergent 1kg,Household,WashWell Inc,7.99,3.5,30,239.7,420,8,100,0.22,Central,S05
2023-06-17,P023,Trash Bags 20pk,Household,CleanHome Ltd,4.5,2.0,27,121.5,478,6,70,0.13,Central,S05
2023-06-17,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,42,134.4,930,5,60,0.09,Central,S05
2023-06-17,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,206,432.6,2546,2,40,0.06,Central,S05
2023-06-17,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,237,663.6,1997,2,40,0.07,Central,S05
2023-06-17,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,47,211.5,1440,3,55,0.12,Central,S05
2023-06-17,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,27,94.5,703,3,50,0.1,Central,S05
2023-06-17,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,12,34.8,303,3,48,0.08,Central,S05
2023-06-17,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,137,219.2,1795,2,38,0.05,Central,S05
2023-06-17,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,187,336.6,2957,2,35,0.05,Central,S05
2023-06-17,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,48,168.0,1229,2,45,0.09,Central,S05
2023-06-17,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,46,119.6,520,2,40,0.07,Central,S05
2023-06-17,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,46,147.2,418,2,42,0.08,Central,S05
2023-06-17,P035,Rye Bread 500g,Bakery,ArtisanBake Co,2.9,1.25,31,89.9,283,2,40,0.07,Central,S05
2023-06-17,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,4.2,1.9,92,386.4,592,5,70,0.13,Central,S05
2023-06-17,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,2.5,1.1,81,202.5,868,5,55,0.08,Central,S05
2023-06-17,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,2.8,1.2,126,352.8,1479,5,58,0.09,Central,S05
2023-06-17,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,4.99,2.1,135,673.65,1131,4,65,0.14,Central,S05
2023-06-17,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,6.5,3.0,19,123.5,681,6,90,0.18,Central,S05
2023-06-18,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,1.5,0.6,249,373.5,1628,3,50,0.05,North,S01
2023-06-18,P002,Orange Juice 1L,Beverages,FruitVine Co,2.2,1.1,111,244.2,1184,4,60,0.08,North,S01
2023-06-18,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,1.8,0.75,66,118.8,1101,5,55,0.06,North,S01
2023-06-18,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,3.5,1.8,25,87.5,404,7,70,0.1,North,S01
2023-06-18,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,5.99,2.8,69,413.31,1800,6,80,0.15,North,S01
2023-06-18,P006,Coconut Water 330ml,Beverages,TropicSip Co,2.0,0.9,41,82.0,306,5,55,0.07,North,S01
2023-06-18,P007,Potato Chips 150g,Snacks,CrunchCo Foods,1.99,0.85,139,276.61,1877,4,50,0.06,North,S01
2023-06-18,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,4.5,2.2,28,126.0,196,7,75,0.12,North,S01
2023-06-18,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,1.2,0.55,97,116.4,1449,3,45,0.04,North,S01
2023-06-18,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,1.6,0.7,25,40.0,514,5,50,0.05,North,S01
2023-06-18,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,2.5,1.0,24,60.0,837,4,55,0.07,North,S01
2023-06-18,P012,Granola Bar 6pk,Snacks,FitSnack Co,3.2,1.5,68,217.6,1310,5,60,0.09,North,S01
2023-06-18,P013,Pretzels 200g,Snacks,CrunchCo Foods,2.1,0.95,27,56.7,544,4,52,0.06,North,S01
2023-06-18,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,4.99,2.1,20,99.8,662,7,80,0.14,North,S01
2023-06-18,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,2.5,1.1,68,170.0,1591,5,60,0.08,North,S01
2023-06-18,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,3.0,1.2,42,126.0,370,4,55,0.09,North,S01
2023-06-18,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,5.5,2.4,19,104.5,619,7,85,0.15,North,S01
2023-06-18,P018,Razor 5pk,Personal Care,SmoothShave Ltd,6.99,3.1,18,125.82,310,6,90,0.18,North,S01
2023-06-18,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,3.8,1.6,119,452.2,1300,5,65,0.11,North,S01
2023-06-18,P020,Dish Soap 500ml,Household,CleanHome Ltd,2.2,0.95,65,143.0,1754,5,55,0.07,North,S01
2023-06-18,P021,Paper Towels 6pk,Household,PaperPlus Co,5.5,2.5,44,242.0,1203,6,80,0.16,North,S01
2023-06-18,P022,Laundry Detergent 1kg,Household,WashWell Inc,7.99,3.5,30,239.7,504,8,100,0.22,North,S01
2023-06-18,P023,Trash Bags 20pk,Household,CleanHome Ltd,4.5,2.0,9,40.5,498,6,70,0.13,North,S01
2023-06-18,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,43,137.6,298,5,60,0.09,North,S01
2023-06-18,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,135,283.5,3189,2,40,0.06,North,S01
2023-06-18,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,173,484.4,2340,2,40,0.07,North,S01
2023-06-18,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,73,328.5,1579,3,55,0.12,North,S01
2023-06-18,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,26,91.0,377,3,50,0.1,North,S01
2023-06-18,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,21,60.9,398,3,48,0.08,North,S01
2023-06-18,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,117,187.2,1491,2,38,0.05,North,S01
2023-06-18,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,160,288.0,480,2,35,0.05,North,S01
2023-06-18,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,59,206.5,1451,2,45,0.09,North,S01
2023-06-18,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,31,80.6,925,2,40,0.07,North,S01
2023-06-18,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,20,64.0,396,2,42,0.08,North,S01
2023-06-18,P035,Rye Bread 500g,Bakery,ArtisanBake Co,2.9,1.25,19,55.1,265,2,40,0.07,North,S01
2023-06-18,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,4.2,1.9,85,357.0,2701,5,70,0.13,North,S01
2023-06-18,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,2.5,1.1,62,155.0,1153,5,55,0.08,North,S01
2023-06-18,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,2.8,1.2,93,260.4,1214,5,58,0.09,North,S01
2023-06-18,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,4.99,2.1,208,1037.92,1269,4,65,0.14,North,S01
2023-06-18,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,6.5,3.0,59,383.5,558,6,90,0.18,North,S01
2023-06-18,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,1.5,0.6,230,345.0,1493,3,50,0.05,South,S02
2023-06-18,P002,Orange Juice 1L,Beverages,FruitVine Co,2.2,1.1,120,264.0,1742,4,60,0.08,South,S02
2023-06-18,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,1.8,0.75,50,90.0,798,5,55,0.06,South,S02
2023-06-18,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,3.5,1.8,16,56.0,180,7,70,0.1,South,S02
2023-06-18,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,5.99,2.8,59,353.41,1975,6,80,0.15,South,S02
2023-06-18,P006,Coconut Water 330ml,Beverages,TropicSip Co,2.0,0.9,29,58.0,391,5,55,0.07,South,S02
2023-06-18,P007,Potato Chips 150g,Snacks,CrunchCo Foods,1.99,0.85,123,244.77,1704,4,50,0.06,South,S02
2023-06-18,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,4.5,2.2,17,76.5,217,7,75,0.12,South,S02
2023-06-18,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,1.2,0.55,145,174.0,595,3,45,0.04,South,S02
2023-06-18,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,1.6,0.7,37,59.2,310,5,50,0.05,South,S02
2023-06-18,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,2.5,1.0,35,87.5,954,4,55,0.07,South,S02
2023-06-18,P012,Granola Bar 6pk,Snacks,FitSnack Co,3.2,1.5,57,182.4,1015,5,60,0.09,South,S02
2023-06-18,P013,Pretzels 200g,Snacks,CrunchCo Foods,2.1,0.95,45,94.5,365,4,52,0.06,South,S02
2023-06-18,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,4.99,2.1,29,144.71,529,7,80,0.14,South,S02
2023-06-18,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,2.5,1.1,87,217.5,1297,5,60,0.08,South,S02
2023-06-18,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,3.0,1.2,33,99.0,625,4,55,0.09,South,S02
2023-06-18,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,5.5,2.4,19,104.5,666,7,85,0.15,South,S02
2023-06-18,P018,Razor 5pk,Personal Care,SmoothShave Ltd,6.99,3.1,28,195.72,338,6,90,0.18,South,S02
2023-06-18,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,3.8,1.6,108,410.4,877,5,65,0.11,South,S02
2023-06-18,P020,Dish Soap 500ml,Household,CleanHome Ltd,2.2,0.95,93,204.6,1613,5,55,0.07,South,S02
2023-06-18,P021,Paper Towels 6pk,Household,PaperPlus Co,5.5,2.5,83,456.5,1156,6,80,0.16,South,S02
2023-06-18,P022,Laundry Detergent 1kg,Household,WashWell Inc,7.99,3.5,40,319.6,573,8,100,0.22,South,S02
2023-06-18,P023,Trash Bags 20pk,Household,CleanHome Ltd,4.5,2.0,41,184.5,393,6,70,0.13,South,S02
2023-06-18,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,33,105.6,930,5,60,0.09,South,S02
2023-06-18,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,144,302.4,2692,2,40,0.06,South,S02
2023-06-18,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,129,361.2,2199,2,40,0.07,South,S02
2023-06-18,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,61,274.5,1177,3,55,0.12,South,S02
2023-06-18,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,30,105.0,904,3,50,0.1,South,S02
2023-06-18,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,28,81.2,466,3,48,0.08,South,S02
2023-06-18,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,80,128.0,1938,2,38,0.05,South,S02
2023-06-18,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,242,435.6,2430,2,35,0.05,South,S02
2023-06-18,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,43,150.5,1012,2,45,0.09,South,S02
2023-06-18,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,44,114.4,1039,2,40,0.07,South,S02
2023-06-18,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,37,118.4,671,2,42,0.08,South,S02
2023-06-18,P035,Rye Bread 500g,Bakery,ArtisanBake Co,2.9,1.25,31,89.9,367,2,40,0.07,South,S02
2023-06-18,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,4.2,1.9,42,176.4,2695,5,70,0.13,South,S02
2023-06-18,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,2.5,1.1,69,172.5,1172,5,55,0.08,South,S02
2023-06-18,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,2.8,1.2,71,198.8,1388,5,58,0.09,South,S02
2023-06-18,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,4.99,2.1,129,643.71,1448,4,65,0.14,South,S02
2023-06-18,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,6.5,3.0,28,182.0,411,6,90,0.18,South,S02
2023-06-18,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,1.5,0.6,141,211.5,1123,3,50,0.05,East,S03
2023-06-18,P002,Orange Juice 1L,Beverages,FruitVine Co,2.2,1.1,107,235.4,1544,4,60,0.08,East,S03
2023-06-18,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,1.8,0.75,56,100.8,1339,5,55,0.06,East,S03
2023-06-18,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,3.5,1.8,12,42.0,430,7,70,0.1,East,S03
2023-06-18,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,5.99,2.8,57,341.43,1616,6,80,0.15,East,S03
2023-06-18,P006,Coconut Water 330ml,Beverages,TropicSip Co,2.0,0.9,42,84.0,337,5,55,0.07,East,S03
2023-06-18,P007,Potato Chips 150g,Snacks,CrunchCo Foods,1.99,0.85,101,200.99,1674,4,50,0.06,East,S03
2023-06-18,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,4.5,2.2,32,144.0,695,7,75,0.12,East,S03
2023-06-18,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,1.2,0.55,109,130.8,735,3,45,0.04,East,S03
2023-06-18,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,1.6,0.7,25,40.0,463,5,50,0.05,East,S03
2023-06-18,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,2.5,1.0,20,50.0,904,4,55,0.07,East,S03
2023-06-18,P012,Granola Bar 6pk,Snacks,FitSnack Co,3.2,1.5,43,137.6,675,5,60,0.09,East,S03
2023-06-18,P013,Pretzels 200g,Snacks,CrunchCo Foods,2.1,0.95,17,35.7,579,4,52,0.06,East,S03
2023-06-18,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,4.99,2.1,38,189.62,582,7,80,0.14,East,S03
2023-06-18,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,2.5,1.1,60,150.0,1238,5,60,0.08,East,S03
2023-06-18,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,3.0,1.2,66,198.0,776,4,55,0.09,East,S03
2023-06-18,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,5.5,2.4,20,110.0,201,7,85,0.15,East,S03
2023-06-18,P018,Razor 5pk,Personal Care,SmoothShave Ltd,6.99,3.1,14,97.86,340,6,90,0.18,East,S03
2023-06-18,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,3.8,1.6,62,235.6,1054,5,65,0.11,East,S03
2023-06-18,P020,Dish Soap 500ml,Household,CleanHome Ltd,2.2,0.95,120,264.0,1502,5,55,0.07,East,S03
2023-06-18,P021,Paper Towels 6pk,Household,PaperPlus Co,5.5,2.5,64,352.0,1503,6,80,0.16,East,S03
2023-06-18,P022,Laundry Detergent 1kg,Household,WashWell Inc,7.99,3.5,23,183.77,454,8,100,0.22,East,S03
2023-06-18,P023,Trash Bags 20pk,Household,CleanHome Ltd,4.5,2.0,25,112.5,663,6,70,0.13,East,S03
2023-06-18,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,3.2,1.4,45,144.0,1119,5,60,0.09,East,S03
2023-06-18,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,2.1,1.1,135,283.5,3065,2,40,0.06,East,S03
2023-06-18,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,2.8,1.3,233,652.4,1924,2,40,0.07,East,S03
2023-06-18,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,4.5,2.2,61,274.5,1646,3,55,0.12,East,S03
2023-06-18,P028,Butter 250g,Dairy,CreamTop Co,3.5,1.8,24,84.0,138,3,50,0.1,East,S03
2023-06-18,P029,Cream Cheese 200g,Dairy,CreamTop Co,2.9,1.4,43,124.7,533,3,48,0.08,East,S03
2023-06-18,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,1.6,0.8,95,152.0,1724,2,38,0.05,East,S03
2023-06-18,P031,White Bread 800g,Bakery,BakeMaster Ltd,1.8,0.75,158,284.4,2943,2,35,0.05,East,S03
2023-06-18,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,3.5,1.6,70,245.0,1882,2,45,0.09,East,S03
2023-06-18,P033,Croissants 4pk,Bakery,BakeMaster Ltd,2.6,1.1,37,96.2,109,2,40,0.07,East,S03
2023-06-18,P034,Muffins 6pk,Bakery,SweetBakes Inc,3.2,1.4,61,195.2,618,2,42,0.08,East,S03
