date,year,month,month_name,week,day_of_week,product_id,product_name,category,supplier,store_id,region,units_sold,current_stock,lead_time_days,unit_price,unit_cost,sales_revenue,revenue_per_unit,profit,profit_margin,reorder_cost,holding_cost_per_unit
2023-04-01,2023,4,April,13,Saturday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S04,West,39,443,5,1.6,0.7,62.4,1.6,35.1,56.25,50.0,0.05
2023-04-01,2023,4,April,13,Saturday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S04,West,39,604,4,2.5,1.0,97.5,2.5,58.5,60.0,55.0,0.07
2023-04-01,2023,4,April,13,Saturday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S04,West,62,903,5,3.2,1.5,198.4,3.2,105.4,53.12,60.0,0.09
2023-04-01,2023,4,April,13,Saturday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S04,West,21,328,4,2.1,0.95,44.1,2.1,24.15,54.76,52.0,0.06
2023-04-01,2023,4,April,13,Saturday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S04,West,28,533,7,4.99,2.1,139.72,4.99,80.92,57.92,80.0,0.14
2023-04-01,2023,4,April,13,Saturday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S04,West,82,1262,5,2.5,1.1,205.0,2.5,114.8,56.0,60.0,0.08
2023-04-01,2023,4,April,13,Saturday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S04,West,51,1148,4,3.0,1.2,153.0,3.0,91.8,60.0,55.0,0.09
2023-04-01,2023,4,April,13,Saturday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S04,West,23,193,7,5.5,2.4,126.5,5.5,71.3,56.36,85.0,0.15
2023-04-01,2023,4,April,13,Saturday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S04,West,9,337,6,6.99,3.1,62.91,6.99,35.01,55.65,90.0,0.18
2023-04-01,2023,4,April,13,Saturday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S04,West,89,474,5,3.8,1.6,338.2,3.8,195.8,57.89,65.0,0.11
2023-04-01,2023,4,April,13,Saturday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S04,West,112,1161,5,2.2,0.95,246.4,2.2,140.0,56.82,55.0,0.07
2023-04-01,2023,4,April,13,Saturday,P021,Paper Towels 6pk,Household,PaperPlus Co,S04,West,77,1301,6,5.5,2.5,423.5,5.5,231.0,54.55,80.0,0.16
2023-04-01,2023,4,April,13,Saturday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S04,West,12,261,8,7.99,3.5,95.88,7.99,53.88,56.2,100.0,0.22
2023-04-01,2023,4,April,13,Saturday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S04,West,21,454,6,4.5,2.0,94.5,4.5,52.5,55.56,70.0,0.13
2023-04-01,2023,4,April,13,Saturday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S04,West,42,978,5,3.2,1.4,134.4,3.2,75.6,56.25,60.0,0.09
2023-04-01,2023,4,April,13,Saturday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S04,West,148,3090,2,2.1,1.1,310.8,2.1,148.0,47.62,40.0,0.06
2023-04-01,2023,4,April,13,Saturday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S04,West,189,290,2,2.8,1.3,529.2,2.8,283.5,53.57,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S04,West,75,977,3,4.5,2.2,337.5,4.5,172.5,51.11,55.0,0.12
2023-04-01,2023,4,April,13,Saturday,P028,Butter 250g,Dairy,CreamTop Co,S04,West,42,864,3,3.5,1.8,147.0,3.5,71.4,48.57,50.0,0.1
2023-04-01,2023,4,April,13,Saturday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S04,West,40,393,3,2.9,1.4,116.0,2.9,60.0,51.72,48.0,0.08
2023-04-01,2023,4,April,13,Saturday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S04,West,116,1367,2,1.6,0.8,185.6,1.6,92.8,50.0,38.0,0.05
2023-04-01,2023,4,April,13,Saturday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S04,West,176,2520,2,1.8,0.75,316.8,1.8,184.8,58.33,35.0,0.05
2023-04-01,2023,4,April,13,Saturday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S04,West,99,1093,2,3.5,1.6,346.5,3.5,188.1,54.29,45.0,0.09
2023-04-01,2023,4,April,13,Saturday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S04,West,29,470,2,2.6,1.1,75.4,2.6,43.5,57.69,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S04,West,60,549,2,3.2,1.4,192.0,3.2,108.0,56.25,42.0,0.08
2023-04-01,2023,4,April,13,Saturday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S04,West,22,313,2,2.9,1.25,63.8,2.9,36.3,56.9,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S04,West,78,747,5,4.2,1.9,327.6,4.2,179.4,54.76,70.0,0.13
2023-04-01,2023,4,April,13,Saturday,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,S04,West,88,1218,5,2.5,1.1,220.0,2.5,123.2,56.0,55.0,0.08
2023-04-01,2023,4,April,13,Saturday,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,S04,West,99,1301,5,2.8,1.2,277.2,2.8,158.4,57.14,58.0,0.09
2023-04-01,2023,4,April,13,Saturday,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,S04,West,125,2269,4,4.99,2.1,623.75,4.99,361.25,57.92,65.0,0.14
2023-04-01,2023,4,April,13,Saturday,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,S04,West,13,557,6,6.5,3.0,84.5,6.5,45.5,53.85,90.0,0.18
2023-04-01,2023,4,April,13,Saturday,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,S05,Central,225,563,3,1.5,0.6,337.5,1.5,202.5,60.0,50.0,0.05
2023-04-01,2023,4,April,13,Saturday,P002,Orange Juice 1L,Beverages,FruitVine Co,S05,Central,60,1334,4,2.2,1.1,132.0,2.2,66.0,50.0,60.0,0.08
2023-04-01,2023,4,April,13,Saturday,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,S05,Central,73,894,5,1.8,0.75,131.4,1.8,76.65,58.33,55.0,0.06
2023-04-01,2023,4,April,13,Saturday,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,S05,Central,18,372,7,3.5,1.8,63.0,3.5,30.6,48.57,70.0,0.1
2023-04-01,2023,4,April,13,Saturday,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,S05,Central,101,520,6,5.99,2.8,604.99,5.99,322.19,53.26,80.0,0.15
2023-04-01,2023,4,April,13,Saturday,P006,Coconut Water 330ml,Beverages,TropicSip Co,S05,Central,26,132,5,2.0,0.9,52.0,2.0,28.6,55.0,55.0,0.07
2023-04-01,2023,4,April,13,Saturday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S05,Central,146,1992,4,1.99,0.85,290.54,1.99,166.44,57.29,50.0,0.06
2023-04-01,2023,4,April,13,Saturday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S05,Central,26,676,7,4.5,2.2,117.0,4.5,59.8,51.11,75.0,0.12
2023-04-01,2023,4,April,13,Saturday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S05,Central,125,815,3,1.2,0.55,150.0,1.2,81.25,54.17,45.0,0.04
2023-04-01,2023,4,April,13,Saturday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S05,Central,10,357,5,1.6,0.7,16.0,1.6,9.0,56.25,50.0,0.05
2023-04-01,2023,4,April,13,Saturday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S05,Central,33,240,4,2.5,1.0,82.5,2.5,49.5,60.0,55.0,0.07
2023-04-01,2023,4,April,13,Saturday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S05,Central,63,1146,5,3.2,1.5,201.6,3.2,107.1,53.12,60.0,0.09
2023-04-01,2023,4,April,13,Saturday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S05,Central,31,368,4,2.1,0.95,65.1,2.1,35.65,54.76,52.0,0.06
2023-04-01,2023,4,April,13,Saturday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S05,Central,40,527,7,4.99,2.1,199.6,4.99,115.6,57.92,80.0,0.14
2023-04-01,2023,4,April,13,Saturday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S05,Central,85,1013,5,2.5,1.1,212.5,2.5,119.0,56.0,60.0,0.08
2023-04-01,2023,4,April,13,Saturday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S05,Central,44,971,4,3.0,1.2,132.0,3.0,79.2,60.0,55.0,0.09
2023-04-01,2023,4,April,13,Saturday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S05,Central,26,614,7,5.5,2.4,143.0,5.5,80.6,56.36,85.0,0.15
2023-04-01,2023,4,April,13,Saturday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S05,Central,12,332,6,6.99,3.1,83.88,6.99,46.68,55.65,90.0,0.18
2023-04-01,2023,4,April,13,Saturday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S05,Central,68,1494,5,3.8,1.6,258.4,3.8,149.6,57.89,65.0,0.11
2023-04-01,2023,4,April,13,Saturday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S05,Central,76,1272,5,2.2,0.95,167.2,2.2,95.0,56.82,55.0,0.07
2023-04-01,2023,4,April,13,Saturday,P021,Paper Towels 6pk,Household,PaperPlus Co,S05,Central,76,912,6,5.5,2.5,418.0,5.5,228.0,54.55,80.0,0.16
2023-04-01,2023,4,April,13,Saturday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S05,Central,21,347,8,7.99,3.5,167.79,7.99,94.29,56.2,100.0,0.22
2023-04-01,2023,4,April,13,Saturday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S05,Central,23,361,6,4.5,2.0,103.5,4.5,57.5,55.56,70.0,0.13
2023-04-01,2023,4,April,13,Saturday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S05,Central,31,1096,5,3.2,1.4,99.2,3.2,55.8,56.25,60.0,0.09
2023-04-01,2023,4,April,13,Saturday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S05,Central,136,1945,2,2.1,1.1,285.6,2.1,136.0,47.62,40.0,0.06
2023-04-01,2023,4,April,13,Saturday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S05,Central,110,352,2,2.8,1.3,308.0,2.8,165.0,53.57,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S05,Central,61,1242,3,4.5,2.2,274.5,4.5,140.3,51.11,55.0,0.12
2023-04-01,2023,4,April,13,Saturday,P028,Butter 250g,Dairy,CreamTop Co,S05,Central,50,868,3,3.5,1.8,175.0,3.5,85.0,48.57,50.0,0.1
2023-04-01,2023,4,April,13,Saturday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S05,Central,30,369,3,2.9,1.4,87.0,2.9,45.0,51.72,48.0,0.08
2023-04-01,2023,4,April,13,Saturday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S05,Central,101,1497,2,1.6,0.8,161.6,1.6,80.8,50.0,38.0,0.05
2023-04-01,2023,4,April,13,Saturday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S05,Central,138,2406,2,1.8,0.75,248.4,1.8,144.9,58.33,35.0,0.05
2023-04-01,2023,4,April,13,Saturday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S05,Central,116,1021,2,3.5,1.6,406.0,3.5,220.4,54.29,45.0,0.09
2023-04-01,2023,4,April,13,Saturday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S05,Central,72,589,2,2.6,1.1,187.2,2.6,108.0,57.69,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S05,Central,39,241,2,3.2,1.4,124.8,3.2,70.2,56.25,42.0,0.08
2023-04-01,2023,4,April,13,Saturday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S05,Central,31,310,2,2.9,1.25,89.9,2.9,51.15,56.9,40.0,0.07
2023-04-01,2023,4,April,13,Saturday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S05,Central,107,2680,5,4.2,1.9,449.4,4.2,246.1,54.76,70.0,0.13
2023-04-01,2023,4,April,13,Saturday,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,S05,Central,102,935,5,2.5,1.1,255.0,2.5,142.8,56.0,55.0,0.08
2023-04-01,2023,4,April,13,Saturday,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,S05,Central,96,1172,5,2.8,1.2,268.8,2.8,153.6,57.14,58.0,0.09
2023-04-01,2023,4,April,13,Saturday,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,S05,Central,98,2081,4,4.99,2.1,489.02,4.99,283.22,57.92,65.0,0.14
2023-04-01,2023,4,April,13,Saturday,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,S05,Central,36,575,6,6.5,3.0,234.0,6.5,126.0,53.85,90.0,0.18
2023-04-02,2023,4,April,13,Sunday,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,S01,North,107,2721,3,1.5,0.6,160.5,1.5,96.3,60.0,50.0,0.05
2023-04-02,2023,4,April,13,Sunday,P002,Orange Juice 1L,Beverages,FruitVine Co,S01,North,66,964,4,2.2,1.1,145.2,2.2,72.6,50.0,60.0,0.08
2023-04-02,2023,4,April,13,Sunday,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,S01,North,27,1390,5,1.8,0.75,48.6,1.8,28.35,58.33,55.0,0.06
2023-04-02,2023,4,April,13,Sunday,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,S01,North,24,401,7,3.5,1.8,84.0,3.5,40.8,48.57,70.0,0.1
2023-04-02,2023,4,April,13,Sunday,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,S01,North,88,1844,6,5.99,2.8,527.12,5.99,280.72,53.26,80.0,0.15
2023-04-02,2023,4,April,13,Sunday,P006,Coconut Water 330ml,Beverages,TropicSip Co,S01,North,25,465,5,2.0,0.9,50.0,2.0,27.5,55.0,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S01,North,82,1604,4,1.99,0.85,163.18,1.99,93.48,57.29,50.0,0.06
2023-04-02,2023,4,April,13,Sunday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S01,North,10,617,7,4.5,2.2,45.0,4.5,23.0,51.11,75.0,0.12
2023-04-02,2023,4,April,13,Sunday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S01,North,96,837,3,1.2,0.55,115.2,1.2,62.4,54.17,45.0,0.04
2023-04-02,2023,4,April,13,Sunday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S01,North,29,438,5,1.6,0.7,46.4,1.6,26.1,56.25,50.0,0.05
2023-04-02,2023,4,April,13,Sunday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S01,North,45,861,4,2.5,1.0,112.5,2.5,67.5,60.0,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S01,North,54,1020,5,3.2,1.5,172.8,3.2,91.8,53.12,60.0,0.09
2023-04-02,2023,4,April,13,Sunday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S01,North,4,466,4,2.1,0.95,8.4,2.1,4.6,54.76,52.0,0.06
2023-04-02,2023,4,April,13,Sunday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S01,North,20,402,7,4.99,2.1,99.8,4.99,57.8,57.92,80.0,0.14
2023-04-02,2023,4,April,13,Sunday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S01,North,110,1096,5,2.5,1.1,275.0,2.5,154.0,56.0,60.0,0.08
2023-04-02,2023,4,April,13,Sunday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S01,North,49,400,4,3.0,1.2,147.0,3.0,88.2,60.0,55.0,0.09
2023-04-02,2023,4,April,13,Sunday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S01,North,26,625,7,5.5,2.4,143.0,5.5,80.6,56.36,85.0,0.15
2023-04-02,2023,4,April,13,Sunday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S01,North,27,290,6,6.99,3.1,188.73,6.99,105.03,55.65,90.0,0.18
2023-04-02,2023,4,April,13,Sunday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S01,North,85,367,5,3.8,1.6,323.0,3.8,187.0,57.89,65.0,0.11
2023-04-02,2023,4,April,13,Sunday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S01,North,62,1322,5,2.2,0.95,136.4,2.2,77.5,56.82,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P021,Paper Towels 6pk,Household,PaperPlus Co,S01,North,49,912,6,5.5,2.5,269.5,5.5,147.0,54.55,80.0,0.16
2023-04-02,2023,4,April,13,Sunday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S01,North,26,457,8,7.99,3.5,207.74,7.99,116.74,56.2,100.0,0.22
2023-04-02,2023,4,April,13,Sunday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S01,North,17,396,6,4.5,2.0,76.5,4.5,42.5,55.56,70.0,0.13
2023-04-02,2023,4,April,13,Sunday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S01,North,39,1009,5,3.2,1.4,124.8,3.2,70.2,56.25,60.0,0.09
2023-04-02,2023,4,April,13,Sunday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S01,North,194,2349,2,2.1,1.1,407.4,2.1,194.0,47.62,40.0,0.06
2023-04-02,2023,4,April,13,Sunday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S01,North,181,319,2,2.8,1.3,506.8,2.8,271.5,53.57,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S01,North,75,1049,3,4.5,2.2,337.5,4.5,172.5,51.11,55.0,0.12
2023-04-02,2023,4,April,13,Sunday,P028,Butter 250g,Dairy,CreamTop Co,S01,North,25,353,3,3.5,1.8,87.5,3.5,42.5,48.57,50.0,0.1
2023-04-02,2023,4,April,13,Sunday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S01,North,37,395,3,2.9,1.4,107.3,2.9,55.5,51.72,48.0,0.08
2023-04-02,2023,4,April,13,Sunday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S01,North,113,1298,2,1.6,0.8,180.8,1.6,90.4,50.0,38.0,0.05
2023-04-02,2023,4,April,13,Sunday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S01,North,204,2969,2,1.8,0.75,367.2,1.8,214.2,58.33,35.0,0.05
2023-04-02,2023,4,April,13,Sunday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S01,North,91,980,2,3.5,1.6,318.5,3.5,172.9,54.29,45.0,0.09
2023-04-02,2023,4,April,13,Sunday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S01,North,75,180,2,2.6,1.1,195.0,2.6,112.5,57.69,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S01,North,29,257,2,3.2,1.4,92.8,3.2,52.2,56.25,42.0,0.08
2023-04-02,2023,4,April,13,Sunday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S01,North,23,235,2,2.9,1.25,66.7,2.9,37.95,56.9,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S01,North,145,2727,5,4.2,1.9,609.0,4.2,333.5,54.76,70.0,0.13
2023-04-02,2023,4,April,13,Sunday,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,S01,North,101,969,5,2.5,1.1,252.5,2.5,141.4,56.0,55.0,0.08
2023-04-02,2023,4,April,13,Sunday,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,S01,North,94,1097,5,2.8,1.2,263.2,2.8,150.4,57.14,58.0,0.09
2023-04-02,2023,4,April,13,Sunday,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,S01,North,153,2517,4,4.99,2.1,763.47,4.99,442.17,57.92,65.0,0.14
2023-04-02,2023,4,April,13,Sunday,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,S01,North,15,501,6,6.5,3.0,97.5,6.5,52.5,53.85,90.0,0.18
2023-04-02,2023,4,April,13,Sunday,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,S02,South,151,2677,3,1.5,0.6,226.5,1.5,135.9,60.0,50.0,0.05
2023-04-02,2023,4,April,13,Sunday,P002,Orange Juice 1L,Beverages,FruitVine Co,S02,South,95,1386,4,2.2,1.1,209.0,2.2,104.5,50.0,60.0,0.08
2023-04-02,2023,4,April,13,Sunday,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,S02,South,52,565,5,1.8,0.75,93.6,1.8,54.6,58.33,55.0,0.06
2023-04-02,2023,4,April,13,Sunday,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,S02,South,4,148,7,3.5,1.8,14.0,3.5,6.8,48.57,70.0,0.1
2023-04-02,2023,4,April,13,Sunday,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,S02,South,62,1950,6,5.99,2.8,371.38,5.99,197.78,53.26,80.0,0.15
2023-04-02,2023,4,April,13,Sunday,P006,Coconut Water 330ml,Beverages,TropicSip Co,S02,South,29,470,5,2.0,0.9,58.0,2.0,31.9,55.0,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S02,South,119,1609,4,1.99,0.85,236.81,1.99,135.66,57.29,50.0,0.06
2023-04-02,2023,4,April,13,Sunday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S02,South,16,655,7,4.5,2.2,72.0,4.5,36.8,51.11,75.0,0.12
2023-04-02,2023,4,April,13,Sunday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S02,South,132,536,3,1.2,0.55,158.4,1.2,85.8,54.17,45.0,0.04
2023-04-02,2023,4,April,13,Sunday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S02,South,8,374,5,1.6,0.7,12.8,1.6,7.2,56.25,50.0,0.05
2023-04-02,2023,4,April,13,Sunday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S02,South,27,638,4,2.5,1.0,67.5,2.5,40.5,60.0,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S02,South,74,837,5,3.2,1.5,236.8,3.2,125.8,53.12,60.0,0.09
2023-04-02,2023,4,April,13,Sunday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S02,South,17,305,4,2.1,0.95,35.7,2.1,19.55,54.76,52.0,0.06
2023-04-02,2023,4,April,13,Sunday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S02,South,73,395,7,4.99,2.1,364.27,4.99,210.97,57.92,80.0,0.14
2023-04-02,2023,4,April,13,Sunday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S02,South,112,940,5,2.5,1.1,280.0,2.5,156.8,56.0,60.0,0.08
2023-04-02,2023,4,April,13,Sunday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S02,South,34,636,4,3.0,1.2,102.0,3.0,61.2,60.0,55.0,0.09
2023-04-02,2023,4,April,13,Sunday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S02,South,20,580,7,5.5,2.4,110.0,5.5,62.0,56.36,85.0,0.15
2023-04-02,2023,4,April,13,Sunday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S02,South,8,307,6,6.99,3.1,55.92,6.99,31.12,55.65,90.0,0.18
2023-04-02,2023,4,April,13,Sunday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S02,South,84,1447,5,3.8,1.6,319.2,3.8,184.8,57.89,65.0,0.11
2023-04-02,2023,4,April,13,Sunday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S02,South,82,1141,5,2.2,0.95,180.4,2.2,102.5,56.82,55.0,0.07
2023-04-02,2023,4,April,13,Sunday,P021,Paper Towels 6pk,Household,PaperPlus Co,S02,South,56,897,6,5.5,2.5,308.0,5.5,168.0,54.55,80.0,0.16
2023-04-02,2023,4,April,13,Sunday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S02,South,36,436,8,7.99,3.5,287.64,7.99,161.64,56.2,100.0,0.22
2023-04-02,2023,4,April,13,Sunday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S02,South,34,252,6,4.5,2.0,153.0,4.5,85.0,55.56,70.0,0.13
2023-04-02,2023,4,April,13,Sunday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S02,South,60,934,5,3.2,1.4,192.0,3.2,108.0,56.25,60.0,0.09
2023-04-02,2023,4,April,13,Sunday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S02,South,148,2335,2,2.1,1.1,310.8,2.1,148.0,47.62,40.0,0.06
2023-04-02,2023,4,April,13,Sunday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S02,South,95,785,2,2.8,1.3,266.0,2.8,142.5,53.57,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S02,South,29,892,3,4.5,2.2,130.5,4.5,66.7,51.11,55.0,0.12
2023-04-02,2023,4,April,13,Sunday,P028,Butter 250g,Dairy,CreamTop Co,S02,South,40,176,3,3.5,1.8,140.0,3.5,68.0,48.57,50.0,0.1
2023-04-02,2023,4,April,13,Sunday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S02,South,15,315,3,2.9,1.4,43.5,2.9,22.5,51.72,48.0,0.08
2023-04-02,2023,4,April,13,Sunday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S02,South,64,1648,2,1.6,0.8,102.4,1.6,51.2,50.0,38.0,0.05
2023-04-02,2023,4,April,13,Sunday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S02,South,131,1863,2,1.8,0.75,235.8,1.8,137.55,58.33,35.0,0.05
2023-04-02,2023,4,April,13,Sunday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S02,South,86,1087,2,3.5,1.6,301.0,3.5,163.4,54.29,45.0,0.09
2023-04-02,2023,4,April,13,Sunday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S02,South,41,1054,2,2.6,1.1,106.6,2.6,61.5,57.69,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S02,South,25,602,2,3.2,1.4,80.0,3.2,45.0,56.25,42.0,0.08
2023-04-02,2023,4,April,13,Sunday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S02,South,20,309,2,2.9,1.25,58.0,2.9,33.0,56.9,40.0,0.07
2023-04-02,2023,4,April,13,Sunday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S02,South,61,571,5,4.2,1.9,256.2,4.2,140.3,54.76,70.0,0.13
